0.54992,0.14459
0.43204,0.55264
0.69919,0.13452
0.51102,0.13542
0.4748,0.13363
0.50877,0.13362
0.50302,0.13362
0.51412,0.13368
0.52293,0.13362
0.70006,0.13429
0.69681,0.13523
0.4336,0.59035
0.45859,0.13362
0.4691,0.55005
0.49522,0.54569
0.69114,0.13736
0.58888,0.14264
0.50371,0.52904
0.48707,0.54674
0.42174,0.47796
0.44401,0.53288
0.57433,0.13725
0.6303,0.37253
0.47484,0.13362
0.49185,0.54177
0.49348,0.54463
0.37949,0.56951
0.46901,0.13362
0.70208,0.13387
0.47159,0.5554
0.54751,0.49699
0.40326,0.51516
0.46729,0.49796
0.68029,0.14181
0.68676,0.13918
0.51759,0.14702
0.5068,0.13876
0.45146,0.57332
0.41097,0.56096
0.69583,0.13554
0.63332,0.13362
0.53472,0.5158
0.42409,0.58301
0.45268,0.57273
0.55085,0.14622
0.50362,0.13362
0.56889,0.46566
0.38781,0.55615
0.639,0.13362
0.48862,0.13362
0.48271,0.13399
0.51483,0.13917
0.44548,0.13362
0.48853,0.16512
0.50189,0.54411
0.48392,0.54613
0.70749,0.13362
0.42696,0.5993
0.68816,0.13362
0.50249,0.53376
0.50326,0.52434
0.57266,0.13732
0.536,0.13362
0.44601,0.57873
0.48358,0.28647
0.69162,0.1819
0.57533,0.13362
0.49409,0.53893
0.47148,0.13573
0.4457,0.44099
0.47054,0.55592
0.4718,0.55569
0.58689,0.13362
0.43673,0.13435
0.52757,0.519
0.69803,0.13485
0.50558,0.54056
0.71027,0.13362
0.50822,0.13368
0.68743,0.13362
0.61802,0.13456
0.6534,0.13362
0.68215,0.13362
0.55889,0.1363
0.49692,0.13362
0.70538,0.13362
0.41502,0.5802
0.69248,0.13679
0.65154,0.13362
0.43057,0.13362
0.4973,0.53581
0.5845,0.44246
0.58913,0.45404
0.4007,0.5966
0.49348,0.5335
0.47734,0.54878
0.49672,0.13362
0.49248,0.13531
0.52567,0.13678
0.40167,0.57407
0.66039,0.13362
0.54722,0.13553
0.45769,0.57036
0.5109,0.52099
0.44493,0.13362
0.65576,0.34634
0.52677,0.38043
0.57009,0.13362
0.46584,0.13675
0.50734,0.53633
0.43132,0.59252
0.66632,0.14719
0.6001,0.13804
0.48997,0.15491
0.49623,0.53756
0.51177,0.13362
0.61087,0.13905
0.49725,0.543
0.38913,0.53231
0.46369,0.56132
0.70697,0.13362
0.44418,0.58358
0.69042,0.13766
0.49654,0.54335
0.38202,0.61095
0.49443,0.13915
0.51166,0.14409
0.59344,0.1347
0.4085,0.53743
0.51683,0.15247
0.52462,0.14337
0.66396,0.14805
0.4836,0.54665
0.50979,0.13931
0.5103,0.13362
0.40553,0.54846
0.52124,0.52756
0.45327,0.57316
0.51475,0.13362
0.59254,0.14081
0.38233,0.54764
0.50283,0.5401
0.47562,0.13362
0.38226,0.56726
0.50492,0.54102
0.46496,0.56186
0.70802,0.13362
0.50574,0.13362
0.69082,0.13749
0.46063,0.53396
0.70968,0.13362
0.44728,0.13393
0.44555,0.57935
0.66273,0.14849
0.52362,0.5262
0.52894,0.50105
0.49844,0.13362
0.59034,0.13619
0.57111,0.47758
0.42365,0.60166
0.70444,0.13362
0.41499,0.55441
0.71244,0.13362
0.45765,0.56748
0.51427,0.52452
0.53296,0.15689
0.4456,0.58267
0.68526,0.1398
0.39026,0.5354
0.49261,0.15102
0.4997,0.14136
0.42814,0.53453
0.41825,0.54661
0.41409,0.5054
0.41611,0.1391
0.4463,0.14043
0.51055,0.13904
0.49616,0.54663
0.53605,0.14654
0.40912,0.61984
0.56266,0.14337
0.55594,0.45249
0.46228,0.14288
0.42477,0.53951
0.48359,0.13362
0.46313,0.56271
0.44444,0.57977
0.39263,0.60358
0.4836,0.54727
0.5292,0.13362
0.50444,0.13813
0.46953,0.13362
0.43302,0.59552
0.50376,0.52842
0.5712,0.47299
0.38282,0.54124
0.4915,0.53898
0.69392,0.13625
0.60078,0.13362
0.38774,0.5984
0.69598,0.13362
0.68939,0.13362
0.49644,0.13362
0.54301,0.13826
0.46592,0.13719
0.52708,0.5211
0.48184,0.54796
0.69752,0.13362
0.54225,0.13362
0.42654,0.53246
0.56106,0.14726
0.50882,0.5336
0.52214,0.50532
0.52134,0.52527
0.41882,0.51397
0.59404,0.13362
0.58366,0.13518
0.49211,0.54059
0.50648,0.53607
0.43483,0.55393
0.68132,0.13362
0.4953,0.53598
0.66062,0.14925
0.50824,0.13362
0.50353,0.54122
0.46455,0.13436
0.50336,0.52968
0.43277,0.52483
0.49379,0.53532
0.53529,0.13484
0.42934,0.54122
0.4908,0.134
0.52128,0.14074
0.70195,0.13389
0.69865,0.13467
0.5103,0.53575
0.47709,0.55094
0.56336,0.1436
0.42586,0.54568
0.67449,0.14409
0.47202,0.55502
0.46443,0.13415
0.49488,0.48262
0.49493,0.54571
0.47103,0.55594
0.6858,0.13958
0.46121,0.54079
0.49685,0.53785
0.5293,0.1359
0.46666,0.13538
0.44995,0.1416
0.50439,0.134
0.3894,0.54151
0.68947,0.13806
0.4983,0.13362
0.4756,0.55226
0.49671,0.54677
0.56984,0.1349
0.70787,0.13362
0.5359,0.15294
0.58997,0.13362
0.46179,0.14348
0.39759,0.54587
0.66788,0.13362
0.47988,0.13599
0.42056,0.59049
0.55036,0.14451
0.49856,0.13362
0.50086,0.13362
0.49922,0.54463
0.49806,0.5417
0.46343,0.13362
0.70388,0.13363
0.6746,0.14405
0.44681,0.54915
0.53275,0.48842
0.49412,0.53913
0.49974,0.13774
0.46713,0.55922
0.42005,0.13362
0.3981,0.49879
0.51428,0.13391
0.4351,0.13362
0.48109,0.5478
0.47589,0.55226
0.48281,0.13689
0.48509,0.54335
0.49925,0.13362
0.50365,0.54033
0.51933,0.52257
0.49923,0.13362
0.47898,0.13976
0.50814,0.13362
0.49911,0.13362
0.50309,0.14374
0.70133,0.13401
0.69726,0.13362
0.52915,0.13362
0.56575,0.13362
0.56029,0.13362
0.49368,0.54297
0.51939,0.51772
0.50494,0.53701
0.42829,0.13362
0.70029,0.13424
0.69985,0.13435
0.50217,0.13363
0.70088,0.13411
0.4967,0.53274
